listId,value,name,definition
CNL3111,PRO,Contact pour les consommateurs pour les rappels de produits (code GS1),Contact who is responsible for providing information related to the product recall to consumers.
CNL3111,PRR,Contact d'enlèvement du produit (code GS1),Contact responsible for creating and issuing the product removal message to the product recall contact.
CNL3111,QC,Contact coordinateur de qualité,Quality coordinator contact within an organization.
CNL3111,REA,Autorité de retour,Person/Department responsible for goods return transaction.
CNL3111,SA,Sales administration,Name of the sales administration contact within a corporation.
CNL3111,SD,Shipping contact,The shipping department contact within an organization.
CNL3111,SR,Sales representative or department,The sales representative or department contact within an organization.
CNL3111,TA,Traffic administrator,The traffic administrator contact within an organization.
CNL3111,TD,Test contact,Department/person responsible for testing contact.
CNL3111,TR,Transport contact,Department/person in charge of transportation.
CNL3111,WAC,Contact pour la garantie,Person/Department responsible for warranty resolution.
CNL3111,WH,Entrepôt,The warehouse contact within an organization.
CNL3111,WLS,Grossiste,Wholesaler: The business operator who sells goods to retailers in larger quantities than they are sold to final consumers but in smaller quantities than they are purchased from manufacturers.
CNL3111,ZZZ,Mutuellement définis,A code assigned within a code list to be used on an interim basis and as defined among trading partners until a precise code can be assigned to the code list.
CNL3112,001,MARCHÉ MONDIAL,"Global Market is a way to represent information globally relevant. Examples of business Travel Retail, Duty Free Shopping. etc."
CNL3112,004,AFGHANISTAN,Afghanistan
CNL3112,008,ALBANIE,Albania
CNL3112,010,ANTARCTIQUE,Antarctica
CNL3112,012,ALGÉRIE,Algeria
CNL3112,016,SAMOA AMÉRICAINES,American Samoa
CNL3112,020,ANDORRE,Andorra
CNL3112,024,ANGOLA,Angola
CNL3112,028,ANTIGUA-ET-BARBUDA,Antigua and Barbuda
CNL3112,031,AZERBAÏDJAN,Azerbaijan
CNL3112,032,ARGENTINE,Argentina
CNL3112,036,AUSTRALIE,Australia
CNL3112,040,AUTRICHE,Austria
CNL3112,044,BAHAMAS,Bahamas
CNL3112,048,BAHREÏN,Bahrain
CNL3112,050,BANGLADESH,Bangladesh
CNL3112,051,ARMÉNIE,Armenia
CNL3112,052,BARBADE,Barbados
CNL3112,056,BELGIQUE,Belgium
CNL3112,060,BERMUDES,Bermuda
CNL3112,064,BHOUTAN,Bhutan
CNL3112,068,"BOLIVIE, ÉTAT PLURINATIONAL DE",Bolivia
CNL3112,070,BOSNIE-HERZÉGOVINE,Bosnia and Herzegovina
CNL3112,072,BOTSWANA,Botswana
CNL3112,074,"BOUVET, ÎLE",Bouvet Island
CNL3112,076,BRÉSIL,Brazil
CNL3112,084,BELIZE,Belize
CNL3112,086,"OCÉAN INDIEN, TERRITOIRE BRITANNIQUE DE L'",British Indian Ocean Territory
CNL3112,090,"SALOMON, ÎLES",Solomon Islands
CNL3112,092,ÎLES VIERGES BRITANNIQUES,Virgin Islands (British)
CNL3112,096,BRUNÉI DARUSSALAM,Brunei Darussalam
CNL3112,097,UNION EUROPEENNE,European Union
CNL3112,100,BULGARIE,Bulgaria
CNL3112,104,MYANMAR,Myanmar
CNL3112,108,BURUNDI,Burundi
CNL3112,112,BÉLARUS,Belarus
CNL3112,116,CAMBODGE,Cambodia
CNL3112,120,CAMEROUN,Cameroon
CNL3112,124,CANADA,Canada
CNL3112,132,CAP-VERT,Cape Verde
CNL3112,136,"CAÏMANES, ÎLES",Cayman Islands
CNL3112,140,"CENTRAFRICAINE, RÉPUBLIQUE",Central African Republic
CNL3112,144,SRI LANKA,Sri Lanka
CNL3112,148,TCHAD,Chad
CNL3112,152,CHILI,Chile
CNL3112,156,CHINE,China
CNL3112,158,"TAÏWAN, PROVINCE DE CHINE","Taiwan, Province of China"
CNL3112,162,"CHRISTMAS, ÎLE",Christmas Island
CNL3112,166,"COCOS (KEELING), ÎLES",Cocos (Keeling) Islands
CNL3112,170,COLOMBIE,Colombia
CNL3112,174,COMORES,Comoros
CNL3112,175,MAYOTTE,Mayotte
CNL3112,178,CONGO,Congo
CNL3112,180,"CONGO, LA RÉPUBLIQUE DÉMOCRATIQUE DU","Congo, The Democratic Republic of the"
CNL3112,184,"COOK, ILES !COOK, ÎLES",Cook Islands
CNL3112,188,COSTA RICA,Costa Rica
CNL3112,191,CROATIE,Croatia
CNL3112,192,CUBA,Cuba
CNL3112,196,CHYPRE,Cyprus
CNL3112,203,"TCHÈQUE, RÉPUBLIQUE",Czech Republic
CNL3112,204,BÉNIN,Benin
CNL3112,208,DANEMARK,Denmark
CNL3112,212,DOMINIQUE,Dominica
CNL3112,214,"DOMINICAINE, RÉPUBLIQUE",Dominican Republic
CNL3112,218,ÉQUATEUR,Ecuador
CNL3112,222,EL SALVADOR,El Salvador
CNL3112,226,GUINÉE ÉQUATORIALE,Equatorial Guinea
CNL3112,231,ÉTHIOPIE,Ethiopia
CNL3112,232,ÉRYTHRÉE,Eritrea
CNL3112,233,ESTONIE,Estonia
CNL3112,234,"FÉROÉ, ÎLES",Faroe Islands
CNL3112,238,"FALKLAND, ÎLES (MALVINAS)",Falkland Islands (Malvinas)
CNL3112,239,GÉORGIE DU SUD ET LES ÎLES SANDWICH DU SUD,South Georgia and the South Sandwich Islands
CNL3112,242,FIDJI,Fiji
CNL3112,246,FINLANDE,Finland
CNL3112,248,"FRANCE, METROPOLITAINE",Aland Islands
CNL3112,250,FRANCE,France
CNL3112,254,GUYANE FRANÇAISE,French Guiana
CNL3112,258,POLYNÉSIE FRANÇAISE,French Polynesia
CNL3112,260,TERRES AUSTRALES FRANÇAISES,French Southern Territories
CNL3112,262,DJIBOUTI,Djibouti
CNL3112,266,GABON,Gabon
CNL3112,268,GÉORGIE,Georgia
CNL3112,270,GAMBIE,Gambia
CNL3112,275,PALESTINE,State of Palestine
CNL3112,276,ALLEMAGNE,Germany
CNL3112,288,GHANA,Ghana
CNL3112,292,GIBRALTAR,Gibraltar
CNL3112,296,KIRIBATI,Kiribati
CNL3112,300,GRÈCE,Greece
CNL3112,304,GROENLAND,Greenland
CNL3112,308,GRENADE,Grenada
CNL3112,312,GUADELOUPE,Guadeloupe
CNL3112,316,GUAM,Guam
CNL3112,320,GUATEMALA,Guatemala
CNL3112,324,GUINÉE,Guinea
CNL3112,328,GUYANA,Guyana
CNL3112,332,HAÏTI,Haiti
CNL3112,334,"HEARD, ÎLE ET MCDONALD, ÎLES",Heard Island and Mcdonald Islands
CNL3112,336,SAINT-SIÈGE (ÉTAT DE LA CITÉ DU VATICAN),Vatican City State (Holy See)
CNL3112,340,HONDURAS,Honduras
CNL3112,344,HONG KONG,Hong Kong
CNL3112,348,HONGRIE,Hungary
CNL3112,352,ISLANDE,Iceland
CNL3112,356,INDE,India
CNL3112,360,INDONÉSIE,Indonesia
CNL3112,364,"IRAN, RÉPUBLIQUE ISLAMIQUE D'",Iran (Islamic Republic of)
CNL3112,368,IRAQ,Iraq
CNL3112,372,IRLANDE,Ireland
CNL3112,376,ISRAËL,Israel
CNL3112,380,ITALIE,Italy
CNL3112,384,CÔTE D'IVOIRE,Cote D'Ivoire
CNL3112,388,JAMAÏQUE,Jamaica
CNL3112,392,JAPON,Japan
CNL3112,398,KAZAKHSTAN,Kazakhstan
CNL3112,400,JORDANIE,Jordan
CNL3112,404,KENYA,Kenya
CNL3112,408,"CORÉE, RÉPUBLIQUE POPULAIRE DÉMOCRATIQUE DE","Korea, Democratic People'S Republic of"
CNL3112,410,"CORÉE, RÉPUBLIQUE DE","Korea, Republic of"
CNL3112,414,KOWEÏT,Kuwait
CNL3112,417,KIRGHIZISTAN,Kyrgyzstan
CNL3112,418,"LAO, RÉPUBLIQUE DÉMOCRATIQUE POPULAIRE",Lao People'S Democratic Republic
CNL3112,422,LIBAN,Lebanon
CNL3112,426,LESOTHO,Lesotho
CNL3112,428,LETTONIE,Latvia
CNL3112,430,LIBÉRIA,Liberia
CNL3112,434,"LIBYENNE, JAMAHIRIYA ARABE",Libyan Arab Jamahiriya
CNL3112,438,LIECHTENSTEIN,Liechtenstein
CNL3112,440,LITUANIE,Lithuania
CNL3112,442,LUXEMBOURG,Luxembourg
CNL3112,446,MACAO,Macao
CNL3112,450,MADAGASCAR,Madagascar
CNL3112,454,MALAWI,Malawi
CNL3112,458,MALAISIE,Malaysia
CNL3112,462,MALDIVES,Maldives
CNL3112,466,MALI,Mali
CNL3112,470,MALTE,Malta
CNL3112,474,MARTINIQUE,Martinique
CNL3112,478,MAURITANIE,Mauritania
CNL3112,480,MAURICE,Mauritius
CNL3112,484,MEXIQUE,Mexico
CNL3112,492,MONACO,Monaco
CNL3112,496,MONGOLIE,Mongolia
CNL3112,498,MOLDOVA,"Moldova, Republic of"
CNL3112,499,MONTÉNÉGRO,Montenegro
CNL3112,500,MONTSERRAT,Montserrat
CNL3112,504,MAROC,Morocco
CNL3112,508,MOZAMBIQUE,Mozambique
CNL3112,512,OMAN,Oman
CNL3112,516,NAMIBIE,Namibia
CNL3112,520,NAURU,Nauru
CNL3112,524,NÉPAL,Nepal
CNL3112,528,PAYS-BAS,Netherlands
CNL3112,530,ANTILLES NEERLANDAISES,Netherlands Antilles
CNL3112,533,ARUBA,Aruba
CNL3112,540,NOUVELLE-CALÉDONIE,New Caledonia
CNL3112,548,VANUATU,Vanuatu
CNL3112,554,NOUVELLE-ZÉLANDE,New Zealand
CNL3112,558,NICARAGUA,Nicaragua
CNL3112,562,NIGER,Niger
CNL3112,566,NIGÉRIA,Nigeria
CNL3112,570,NIUÉ,Niue
CNL3112,574,"NORFOLK, ÎLE",Norfolk Island
CNL3112,578,NORVÈGE,Norway
CNL3112,580,"MARIANNES DU NORD, ÎLES",Northern Mariana Islands
CNL3112,581,ÎLES MINEURES ÉLOIGNÉES DES ÉTATS-UNIS,United States minor outlying islands
CNL3112,583,"MICRONÉSIE, ÉTATS FÉDÉRÉS DE","Micronesia, Federated States of"
CNL3112,584,"MARSHALL, ILES !MARSHALL, ÎLES",Marshall Islands
CNL3112,585,PALAOS,Palau
CNL3112,586,PAKISTAN,Pakistan
CNL3112,591,PANAMA,Panama
CNL3112,598,PAPOUASIE-NOUVELLE-GUINÉE,Papua New Guinea
CNL3112,600,PARAGUAY,Paraguay
CNL3112,604,PÉROU,Peru
CNL3112,608,PHILIPPINES,Philippines
CNL3112,612,PITCAIRN,Pitcairn
CNL3112,616,POLOGNE,Poland
CNL3112,620,PORTUGAL,Portugal
CNL3112,624,GUINÉE-BISSAU,Guinea-Bissau
CNL3112,626,TIMOR-LESTE,Timor-Leste
CNL3112,630,PORTO RICO,Puerto Rico
CNL3112,634,QATAR,Qatar
CNL3112,638,RÉUNION,Reunion
CNL3112,642,ROUMANIE,Romania
CNL3112,643,"RUSSIE, FÉDÉRATION DE",Russia
CNL3112,646,RWANDA,Rwanda
CNL3112,652,SAINT-BARTHÉLEMY,Saint Barthelemy
CNL3112,654,"SAINTE-HÉLÈNE, ASCENSION ET TRISTAN DA CUNHA",St. Helena
CNL3112,659,SAINT-KITTS-ET-NEVIS,Saint Kitts and Nevis
CNL3112,660,ANGUILLA,Anguilla
CNL3112,662,SAINTE-LUCIE,Saint Lucia
CNL3112,663,SAINT MARTIN,Saint Martin
CNL3112,666,SAINT-PIERRE-ET-MIQUELON,St. Pierre and Miquelon
CNL3112,670,SAINT-VINCENT-ET-LES GRENADINES,Saint Vincent and the Grenadines
CNL3112,674,SAINT-MARIN,San Marino
CNL3112,678,SAO TOMÉ-ET-PRINCIPE,Sao Tome and Principe
CNL3112,682,ARABIE SAOUDITE,Saudi Arabia
CNL3112,686,SÉNÉGAL,Senegal
CNL3112,688,SERBIE,Serbia
CNL3112,690,SEYCHELLES,Seychelles
CNL3112,694,SIERRA LEONE,Sierra Leone
CNL3112,702,SINGAPOUR,Singapore
CNL3112,703,SLOVAQUIE,Slovakia
CNL3112,704,VIET NAM,Viet Nam
CNL3112,705,SLOVÉNIE,Slovenia
CNL3112,706,SOMALIE,Somalia
CNL3112,710,AFRIQUE DU SUD,South Africa
CNL3112,716,ZIMBABWE,Zimbabwe
CNL3112,724,ESPAGNE,Spain
CNL3112,732,SAHARA OCCIDENTAL,Western Sahara
CNL3112,740,SURINAME,Suriname
CNL3112,744,SVALBARD ET ÎLE JAN MAYEN,Svalbard and Jan Mayen
CNL3112,748,SWAZILAND,Swaziland
CNL3112,752,SUÈDE,Sweden
CNL3112,756,SUISSE,Switzerland
CNL3112,760,"SYRIENNE, RÉPUBLIQUE ARABE",Syrian Arab Republic
CNL3112,762,TADJIKISTAN,Tajikistan
CNL3112,764,THAÏLANDE,Thailand
CNL3112,768,TOGO,Togo
CNL3112,772,TOKELAU,Tokelau
CNL3112,776,TONGA,Tonga
CNL3112,780,TRINITÉ-ET-TOBAGO,Trinidad and Tobago
CNL3112,784,ÉMIRATS ARABES UNIS,United Arab Emirates
CNL3112,788,TUNISIE,Tunisia
CNL3112,792,TURQUIE,Turkey
CNL3112,795,TURKMÉNISTAN,Turkmenistan
CNL3112,796,"TURKS ET CAÏQUES, ÎLES",Turks and Caicos Islands
CNL3112,798,TUVALU,Tuvalu
CNL3112,800,OUGANDA,Uganda
CNL3112,804,UKRAINE,Ukraine
CNL3112,807,"MACÉDOINE, L'EX-RÉPUBLIQUE YOUGOSLAVE DE","Macedonia, The former Yugoslav republic of"
CNL3112,818,ÉGYPTE,Egypt
CNL3112,826,ROYAUME-UNI,United Kingdom
CNL3112,831,"TANZANIE, RÉPUBLIQUE UNIE DE",Guernsey
CNL3112,832,ÉTATS-UNIS,Jersey
CNL3112,833,ÎLES VIERGES DES ÉTATS-UNIS,Isle of Man
CNL3112,834,"TANZANIE, RÉPUBLIQUE UNIE DE","Tanzania, United Republic of"
CNL3112,840,ÉTATS-UNIS,United States
CNL3112,850,ÎLES VIERGES DES ÉTATS-UNIS,Virgin Islands (U.S.)
CNL3112,854,BURKINA FASO,Burkina Faso
CNL3112,858,URUGUAY,Uruguay
CNL3112,860,OUZBÉKISTAN,Uzbekistan
CNL3112,862,"VENEZUELA, RÉPUBLIQUE BOLIVARIENNE DU",Venezuela
CNL3112,876,WALLIS-ET-FUTUNA,Wallis and Futuna
CNL3112,882,SAMOA,Samoa
CNL3112,887,YÉMEN,Yemen
CNL3112,894,ZAMBIE,Zambia
CNL3112,D_A,Assistance au développement,"Development assistance agencies such as USAID, UNFPA, and Global Fund which provide foreign assistance to countries in the form of commodities and services to support development programs, including but not limited to global health, infrastructure, and food aid. Note, this code value can only be used for the attribute targetMarketCountryCode."
CNL3112,NON_EU,Pays en dehors de l'UE,Country that is not in the European Union
CNL3112,729,SOUDAN,Sudan
CNL3112,728,SOUDAN DU SUD,South Sudan
CNL3112,535,"BONAIRE, SAINT EUSTATIUS, SABA","Bonaire, Saint Eustatius, Saba"
CNL3112,531,CURACAO,Curacao
CNL3112,534,SINT MAARTEN (DUTCH PART),Sint Maarten (Dutch part)
CNL3113,AED,"Dirham, Emirats arabes unis","United Arab Emirates, Dirhams"
CNL3113,AFN,"Afghani, Afghanistan","Afghanistan, Afghanis"
CNL3113,ALL,"Lek, Albanie","Albania, Leke"
CNL3113,AMD,"Dram arménien, Arménie","Armenia, Drams"
CNL3113,ANG,"Florin, Antilles","Netherlands Antilles, Guilders (also called Florins)"
CNL3113,AOA,"Kwanza, Angola","Angola, Kwanza"
CNL3113,ARS,"Peso, Argentine","Argentina, Pesos"
CNL3113,AUD,"Dollar, Autralie","Australia, Dollars"
CNL3113,AWG,"Florin, Aruba","Aruba, Guilders (also called Florins)"
CNL3113,AZM,"Obsolete! Manat, Azerbaijan","Azerbaijan, Manats [obsolete]"
CNL3113,AZN,"Manat, Azerbaijan","Azerbaijan, New Manats"
CNL3113,BAM,"Mark convertible, Bosnie Herzegovine","Bosnia and Herzegovina, Convertible Marka"
CNL3113,BBD,"Dollar, Barbades","Barbados, Dollars"
CNL3113,BDT,"Taka, Bangladesh","Bangladesh, Taka"
CNL3113,BGN,"Lev, Bulgarie","Bulgaria, Leva"
CNL3113,BHD,"Dinar, Bahreïn","Bahrain, Dinars"
CNL3113,BIF,"Franc, Burundi","Burundi, Francs"
CNL3113,BMD,"Dollar, Bermudes","Bermuda, Dollars"
CNL3113,BND,"Dollar, Brunei","Brunei Darussalam, Dollars"
CNL3113,BOB,"Boliviano, Bolivie","Bolivia, Bolivianos"
CNL3113,BRL,"Real, Brésil","Brazil, Brazil Real"
CNL3113,BSD,"Dollar, Bahamas","Bahamas, Dollars"
CNL3113,BTN,"Roupie indienne, Boutan","Bhutan, Ngultrum"
CNL3113,BWP,"Pulas, Botswana","Botswana, Pulas"
CNL3113,BYR,Rouble bélorusse,"Belarus, Rubles"
CNL3113,BZD,"Dollar, Belize","Belize, Dollars"
CNL3113,CAD,"Dollar, Canada","Canada, Dollars"
CNL3113,CDF,"Franc, Congo","Congo/Kinshasa, Congolese Francs"
CNL3113,CHF,"Franc, Suisse","Switzerland, Francs"
CNL3113,CLP,"Peso, Chili","Chile, Pesos"
CNL3113,CNY,"Yuan Ren-Min-Bi, Chine","China, Yuan Renminbi"
CNL3113,COP,"Peso, Colombie","Colombia, Pesos"
CNL3113,CRC,"Colon, Costa Rica","Costa Rica, Colones"
CNL3113,CUP,"Peso, Cuba","Cuba, Pesos"
CNL3113,CVE,"Escudo, Cap Vert","Cape Verde, Escudos"
CNL3113,CYP,"Livre, Chypre","Cyprus, Pounds"
CNL3113,CZK,"Couronne, République tchèque","Czech Republic, Koruny"
CNL3113,DJF,"Franc, Djibouti","Djibouti, Francs"
CNL3113,DKK,"Couronne, Danemark","Denmark, Kroner"
CNL3113,DOP,"Peso, République Dominicaine","Dominican Republic, Pesos"
CNL3113,DZD,"Dinar, Algérie","Algeria, Algeria Dinars"
CNL3113,EEK,"Couronne, Estonie","Estonia, Krooni"
CNL3113,EGP,"Livre, Egypte","Egypt, Pounds"
CNL3113,ERN,"Nakfa, Érythrée","Eritrea, Nakfa"
CNL3113,ETB,"Birr, Ethiopie","Ethiopia, Birr"
CNL3113,EUR,Euro,"Euro Member Countries, Euro"
CNL3113,FJD,"Dollar, Fiji","Fiji, Dollars"
CNL3113,FKP,"Livre, Malouines","Falkland Islands (Malvinas), Pounds"
CNL3113,GBP,"Livre sterling, Royaume-Uni","United Kingdom, Pounds"
CNL3113,GEL,"Lari, Géorgie","Georgia, Lari"
CNL3113,GGP,"Livre, Guernesey","Guernsey, Pounds"
CNL3113,GHC,"Cedi, Ghana","Ghana, Cedis"
CNL3113,GHS,"Ghana, Cedis","Ghana, Cedis"
CNL3113,GIP,"Livre, Gibraltar","Gibraltar, Pounds"
CNL3113,GMD,"Dalasi, Gambie","Gambia, Dalasi"
CNL3113,GNF,"Franc, Guinée","Guinea, Francs"
CNL3113,GTQ,"Quetzal, Guatemala","Guatemala, Quetzales"
CNL3113,GYD,"Dollar, Guyane","Guyana, Dollars"
CNL3113,HKD,"Dollar, Hong Kong","Hong Kong, Dollars"
CNL3113,HNL,"Lempira, Honduras","Honduras, Lempiras"
CNL3113,HRK,"Kuna, Croatie","Croatia, Kuna"
CNL3113,HTG,"Gourde, Haïti","Haiti, Gourdes"
CNL3113,HUF,"Forint, Hongrie","Hungary, Forint"
CNL3113,IDR,"Rupiah, Indonésie","Indonesia, Rupiahs"
CNL3113,ILS,"Nouveau sheqel, Israël","Israel, New Shekels"
CNL3113,IMP,"Livre, île de Man","Isle of Man, Pounds"
CNL3113,INR,"Roupie, Inde","India, Rupees"
CNL3113,IQD,"Dinar, Iraq","Iraq, Dinars"
CNL3113,IRR,"Rial, Iran","Iran, Rials"
CNL3113,ISK,"Couronne, Islande","Iceland, Kronur"
CNL3113,JEP,"Livre, Jersey","Jersey, Pounds"
CNL3113,JMD,"Dollar, Jamaïque","Jamaica, Dollars"
CNL3113,JOD,"Dinar, Jordanie","Jordan, Dinars"
CNL3113,JPY,"Yen, Japon","Japan, Yen"
CNL3113,KES,"Shilling, Kenya","Kenya, Shillings"
CNL3113,KGS,"Som, Kyrgyzstan","Kyrgyzstan, Soms"
CNL3113,KHR,"Riel, Cambodge","Cambodia, Riels"
CNL3113,KMF,"Franc, Comores","Comoros, Francs"
CNL3113,KPW,"Won, Corée du Nord","Korea (North), Won"
CNL3113,KRW,"Won, Corée du Sud","Korea (South), Won"
CNL3113,KWD,"Dinar, Koweit","Kuwait, Dinars"
CNL3113,KYD,"Dollar, Iles Caïmans","Cayman Islands, Dollars"
CNL3113,KZT,"Tenge, Kazakhstan","Kazakhstan, Tenge"
CNL3113,LAK,"Kip, Lao","Laos, Kips"
CNL3113,LBP,"Livre, Liban","Lebanon, Pounds"
CNL3113,LKR,"Rupie, Sri Lanka","Sri Lanka, Rupees"
CNL3113,LRD,"Dollar, Libéria","Liberia, Dollars"
CNL3113,LSL,"Loti, Lesotho","Lesotho, Maloti"
CNL3113,LTL,"Litas, Lituanie","Lithuania, Litas"
CNL3113,LVL,"Lats, Lettonie","Latvia, Lats"
CNL3113,LYD,"Dinar, Lybie","Libya, Dinars"
CNL3113,MAD,"Dirham, Maroc","Morocco, Dirhams"
CNL3113,MDL,"Lei, Moldavie","Moldova, Lei"
CNL3113,MGA,"Ariary, Madagascar","Madagascar, Ariary"
CNL3113,MKD,"Denar, Macédoine","Macedonia, Denars"
CNL3113,MMK,"Kyat, Myanmar (Birmanie)","Myanmar (Burma), Kyats"
CNL3113,MNT,"Tugrik, Mongolie","Mongolia, Tugriks"
CNL3113,MOP,"Pataca, Macao","Macau, Patacas"
CNL3113,MRO,"Ouguija, Mauritanie","Mauritania, Ouguiyas"
CNL3113,MTL,"Livre, Malte","Malta, Liri"
CNL3113,MUR,"Roupie, Maurice","Mauritius, Rupees"
CNL3113,MVR,"Rufiyaa, Maldives","Maldives (Maldive Islands), Rufiyaa"
CNL3113,MWK,"Kwacha, Malawi","Malawi, Kwachas"
CNL3113,MXN,"Peso, Mexique","Mexico, Pesos"
CNL3113,MYR,"Ringgit, Malaisie","Malaysia, Ringgits"
CNL3113,MZM,"Metical, Mozambique (Obsolete)","Mozambique, Meticais [obsolete]"
CNL3113,MZN,"Metical, Mozambique","Mozambique, Meticais [newer unit, same name]"
CNL3113,NAD,"Dollar, Namibie","Namibia, Dollars"
CNL3113,NGN,"Naira, Nigéria","Nigeria, Nairas"
CNL3113,NIO,"Cordoba Oro, Nicaragua","Nicaragua, Cordobas"
CNL3113,NOK,"Couronne, Norvège","Norway, Krone"
CNL3113,NPR,"Roupie, Népal","Nepal, Nepal Rupees"
CNL3113,NZD,"Dollar, Nouvelle-Zélande","New Zealand, Dollars"
CNL3113,OMR,"Rial, Oman","Oman, Rials"
CNL3113,PAB,"Balboa, Panama","Panama, Balboa"
CNL3113,PEN,"Nouveau Sol, péruvien","Peru, Nuevos Soles"
CNL3113,PGK,"Kina, Papouasie-Nouvelle-Guinée","Papua New Guinea, Kina"
CNL3113,PHP,"Peso, Philippines","Philippines, Pesos"
CNL3113,PKR,"Roupie, Pakistan","Pakistan, Rupees"
CNL3113,PLN,"Zloty, Pologne","Poland, Zlotych"
CNL3113,PYG,"Guarani, Paraguay","Paraguay, Guarani"
CNL3113,QAR,"Riyal, Qatar","Qatar, Rials"
CNL3113,ROL,Obsolete! Lei Roumaine,"Romania, Lei [obsolete]"
CNL3113,RON,"Lei, Roumanie","Romania, New Lei"
CNL3113,RSD,"Dinar, Serbie","Serbia, Dinars"
CNL3113,RUB,"Rouble, Russie","Russia, Rubles"
CNL3113,RWF,"Franc, Rwanda","Rwanda, Rwanda Francs"
CNL3113,SAR,"Riyal, Arabie Saoudite","Saudi Arabia, Riyals"
CNL3113,SBD,"Dollar, Iles Salomon","Solomon Islands, Dollars"
CNL3113,SCR,"Roupie, Seychelles","Seychelles, Rupees"
CNL3113,SDD,"Obsolete! Dinar, Soudan","Sudan, Dinars [obsolete]"
CNL3113,SDG,"Livre, Soudan","Sudan, Pounds"
CNL3113,SEK,"Couronne, Suède","Sweden, Kronor"
CNL3113,SGD,"Dollar, Singapour","Singapore, Dollars"
CNL3113,SHP,"Livre, Saint Hélène","Saint Helena, Pounds"
CNL3113,SIT,Tolar (Obsolete) Slovénie,"Slovenia, Tolars [obsolete]"
CNL3113,SKK,"Couronne, Slovaquie","Slovakia, Koruny"
CNL3113,SLL,"Leone, Sierra Leone","Sierra Leone, Leones"
CNL3113,SOS,"Shilling, Somalie","Somalia, Shillings"
CNL3113,SPL,"Luigini, Seborga","Seborga, Luigini"
CNL3113,SRD,"Dollar, Suriname","Suriname, Dollars"
CNL3113,STD,"Dobra, Sao Tomé-et-Principe","Sao Tome and Principe, Dobras"
CNL3113,SVC,"Colon, El Salvador","El Salvador, Colones"
CNL3113,SYP,"Livre, Syrie","Syria, Pounds"
CNL3113,SZL,"Lilangeni, Swaziland","Swaziland, Emalangeni"
CNL3113,THB,"Baht, Thaïlande","Thailand, Baht"
CNL3113,TJS,"Somoni, Tadjikistan","Tajikistan, Somoni"
CNL3113,TMM,"Manat, Turkménistan","Turkmenistan, Manats"
CNL3113,TND,"Dinar, Tunis","Tunisia, Dinars"
CNL3113,TOP,"Pa'anga, Tonga","Tonga, Pa'anga"
CNL3113,TRY,"Nouvelle livre, Turquie","Turkey, New Lira"
CNL3113,TTD,"Dollar, Trinidad et Tobago","Trinidad and Tobago, Dollars"
CNL3113,TVD,"Dollar, Tuvalu","Tuvalu, Tuvalu Dollars"
CNL3113,TWD,"Nouveau Dollar, Taiwan","Taiwan, New Dollars"
CNL3113,TZS,"Shilling, Tanzanie","Tanzania, Shillings"
CNL3113,UAH,"Hryvnia, Ukraine","Ukraine, Hryvnia"
CNL3113,UGX,"Shilling, Ouganda","Uganda, Shillings"
CNL3113,USD,"Dollar, Etats-Unis","United States of America, Dollars"
CNL3113,UYU,"Peso, Uruguay","Uruguay, Pesos"
CNL3113,UZS,"Soum, Ouzbékistan","Uzbekistan, Sums"
CNL3113,VEB,"Bolivar Fuerte, Vénézuela","Venezuela, Bolivares"
CNL3113,VND,"Dong, Vietnam","Viet Nam, Dong"
CNL3113,VUV,"Vatu, Vanutu","Vanuatu, Vatu"
CNL3113,WST,"Tala, Samoa","Samoa, Tala"
CNL3113,XAF,"Franc, Communauté Financière Africaine BEAC","Communauté Financière Africaine BEAC, Francs"
CNL3113,XAG,"Once, Argent","Silver, Ounces"
CNL3113,XAU,"Once, Or","Gold, Ounces"
CNL3113,XCD,"Dollar, Îles Caïmans",East Caribbean Dollars
CNL3113,XDR,"Fond Monétaire International (FMI) SDR, droits de tirages spéciaux",International Monetary Fund (IMF) Special Drawing Rights
CNL3113,XOF,"Franc, Communauté Financière Africaine BCEAO","Communauté Financière Africaine BCEAO, Francs"
CNL3113,XPD,"Once, Palladium",Palladium Ounces
CNL3113,XPF,"Franc, Comptoirs français du Pacifique",Comptoirs Francais du Pacifique Francs
CNL3113,XPT,"Once, Platine","Platinum, Ounces"
CNL3113,YER,"Riyal, Yémen","Yemen, Rials"
CNL3113,ZAR,"Rand, Afrique du Sud","South Africa, Rand"
CNL3113,ZMK,"Kwacha, Zambie","Zambia, Kwacha"
CNL3113,ZWD,"Dollar, Zimbabwe","Zimbabwe, Zimbabwe Dollars"
CNL3192,NONE,None,None
CNL3192,X323,"Flammable liquid which reacts dangerously with water, emitting flammable gases","Flammable liquid which reacts dangerously with water, emitting flammable gases"
CNL3192,X333,Pyrophoric liquid which reacts dangerously with water,Pyrophoric liquid which reacts dangerously with water
CNL3192,X338,"Highly flammable liquid, corrosive, which reacts dangerously with water","Highly flammable liquid, corrosive, which reacts dangerously with water"
CNL3192,X362,"Flammable liquid toxic, which reacts dangerously with water, emitting flammable gases","Flammable liquid toxic, which reacts dangerously with water, emitting flammable gases"
CNL3192,X382,"Flammable liquid, corrosive, which reacts dangerously with water, emitting flammable gases","Flammable liquid, corrosive, which reacts dangerously with water, emitting flammable gases"
