Brick Code,Class Code,Family Code,Segment Code,Brick Description,Class Description,Family Description,Segment Description
10005961,50251900,50250000,50000000,Carambola,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006437,50251900,50250000,50000000,Cassia,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005959,50251900,50250000,50000000,Dates,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005972,50251900,50250000,50000000,Durian,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006160,50251900,50250000,50000000,Feijoas,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005960,50251900,50250000,50000000,Figs,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005971,50251900,50250000,50000000,Guavas,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005974,50251900,50250000,50000000,Jackfruits,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006434,50251900,50250000,50000000,Jambolan,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006435,50251900,50250000,50000000,Longan (Dragons Eye),Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005964,50251900,50250000,50000000,Lychees (Litchi),Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005969,50251900,50250000,50000000,Mangos,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005968,50251900,50250000,50000000,Mangosteen,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005970,50251900,50250000,50000000,Pomegranates,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005967,50251900,50250000,50000000,Prickly Pears (Barbary Figs),Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005966,50251900,50250000,50000000,Rambutan,Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006436,50251900,50250000,50000000,Salak (Snake Fruit),Miscellaneous Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005955,50251700,50250000,50000000,Babacos,Papayas,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005954,50251700,50250000,50000000,Papaya,Papayas,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005949,50251600,50250000,50000000,Barbadines,Passionfruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005950,50251600,50250000,50000000,Curubas,Passionfruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005953,50251600,50250000,50000000,Purple Maracujas,Passionfruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005951,50251600,50250000,50000000,Sweet Granadilla,Passionfruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005952,50251600,50250000,50000000,Yellow Maracujas,Passionfruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005948,50251500,50250000,50000000,American Persimmon,Persimmon,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005946,50251500,50250000,50000000,Kaki/ Sharon Fruits,Persimmon,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005935,50251100,50250000,50000000,Pineapples,Pineapples,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005957,50251800,50250000,50000000,Sweet Pitayas,Pitayas,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005956,50251800,50250000,50000000,Yellow Dragonfruits,Pitayas,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005900,50250800,50250000,50000000,Apples,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006338,50250800,50250000,50000000,Crabapples,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005901,50250800,50250000,50000000,Japanese Medlars,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006414,50250800,50250000,50000000,Medlar,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005902,50250800,50250000,50000000,Nashi,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005903,50250800,50250000,50000000,Pears,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006173,50250800,50250000,50000000,Quinces,Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006415,50250800,50250000,50000000,Ya Pear (Shandong),Pome Fruits,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005905,50250900,50250000,50000000,Apricots,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005909,50250900,50250000,50000000,Damsons,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005913,50250900,50250000,50000000,Greengages,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005914,50250900,50250000,50000000,Japanese Plums,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005910,50250900,50250000,50000000,Mirabelles,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006831,50250900,50250000,50000000,Mumes,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005911,50250900,50250000,50000000,Nectarines,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006443,50250900,50250000,50000000,Paraguaya,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005912,50250900,50250000,50000000,Peaches,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005915,50250900,50250000,50000000,Plumcots,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005917,50250900,50250000,50000000,Plums,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005907,50250900,50250000,50000000,Sour Cherries,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005908,50250900,50250000,50000000,Stemless/Sweet Cherries,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005916,50250900,50250000,50000000,Stonefruit Hybrids,Stone Fruit,Fruits – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10000002,50270100,50270000,50000000,Fruit – Unprepared/Unprocessed (Frozen),Fruits – Unprepared/Unprocessed (Frozen),Fruits – Unprepared/Unprocessed (Frozen),Food/Beverage/Tobacco
10000003,50310100,50310000,50000000,Fruit – Unprepared/Unprocessed (Shelf Stable),Fruits – Unprepared/Unprocessed (Shelf Stable),Fruits – Unprepared/Unprocessed (Shelf Stable),Food/Beverage/Tobacco
10000204,50102000,50100000,50000000,Fruit – Prepared/Processed (Frozen),Fruit – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000205,50102000,50100000,50000000,Fruit – Prepared/Processed (Perishable),Fruit – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000206,50102000,50100000,50000000,Fruit – Prepared/Processed (Shelf Stable),Fruit – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000604,50101900,50100000,50000000,Fruit/Nuts/Seeds Combination Variety Packs,Fruit/Nuts/Seeds Combination,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000207,50101900,50100000,50000000,Fruit/Nuts/Seeds Mixes – Prepared/Processed (Shelf Stable),Fruit/Nuts/Seeds Combination,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000605,50102200,50100000,50000000,Fruits/Vegetables/Nuts/Seeds Variety Packs,Fruits/Vegetables/Nuts/Seeds Variety Packs,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000235,50101800,50100000,50000000,Nuts/Seeds – Prepared/Processed (Perishable),Nuts/Seeds – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000236,50101800,50100000,50000000,Nuts/Seeds – Prepared/Processed (Shelf Stable),Nuts/Seeds – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000270,50102100,50100000,50000000,Vegetables – Prepared/Processed (Frozen),Vegetables – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000271,50102100,50100000,50000000,Vegetables – Prepared/Processed (Perishable),Vegetables – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10000272,50102100,50100000,50000000,Vegetables – Prepared/Processed (Shelf Stable),Vegetables – Prepared/Processed,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Food/Beverage/Tobacco
10006422,50350100,50350000,50000000,Common Chicory,Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006155,50350100,50350000,50000000,Endive (Broad Leaf),Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006097,50350100,50350000,50000000,Endive (Curled),Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006423,50350100,50350000,50000000,Puntarelle,Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006421,50350100,50350000,50000000,Radicchio (Redloof),Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006094,50350100,50350000,50000000,Radicchio Rosso,Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006095,50350100,50350000,50000000,Sugarloaf,Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006093,50350100,50350000,50000000,Witloof (Belgian Endive),Chicory Leaves,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006419,50350200,50350000,50000000,Batavia,Head Lettuce,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006079,50350200,50350000,50000000,Head Lettuce (Butterhead),Head Lettuce,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006267,50350200,50350000,50000000,Iceberg Lettuce,Head Lettuce,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006085,50350200,50350000,50000000,Romaine (Cos) Lettuce,Head Lettuce,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006428,50350600,50350000,50000000,Leaf Vegetables – Unprepared/Unprocessed Variety Packs,Leaf Vegetables – Unprepared/Unprocessed Variety Packs,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006424,50350300,50350000,50000000,Lollo Bionda,Loose Leaf/Multileaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006425,50350300,50350000,50000000,Lollo Rosso,Loose Leaf/Multileaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006268,50350300,50350000,50000000,Loose Leaf/Multileaf Lettuce Other,Loose Leaf/Multileaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006426,50350300,50350000,50000000,Oakleaf Lettuce,Loose Leaf/Multileaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006269,50350400,50350000,50000000,Baby Leaves,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006089,50350400,50350000,50000000,Dandelion Greens/Lion's Tooth,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006086,50350400,50350000,50000000,Lambs Lettuce,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006092,50350400,50350000,50000000,Purslane,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006088,50350400,50350000,50000000,Rocket,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006090,50350400,50350000,50000000,Sorrel,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006048,50350400,50350000,50000000,Watercress,Single Leaf Salad Greens,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006420,50350500,50350000,50000000,Hin Choy,Spinach (Fresh),Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006427,50350500,50350000,50000000,New-Zealand Spinach,Spinach (Fresh),Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006091,50350500,50350000,50000000,Spinach,Spinach (Fresh),Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006352,50350500,50350000,50000000,Water Spinach /Ong Choy,Spinach (Fresh),Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10006761,50350700,50350000,50000000,Celtuce,Stem Lettuce,Leaf Vegetables – Unprepared/Unprocessed (Fresh),Food/Beverage/Tobacco
10005783,50240100,50240000,50000000,Alternative Meat/Poultry/Other Animals Species – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006298,50240100,50240000,50000000,Antelope – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005767,50240100,50240000,50000000,Beef – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006299,50240100,50240000,50000000,Beefalo/Cattalo – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005768,50240100,50240000,50000000,Bison/Buffalo – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005769,50240100,50240000,50000000,Chicken – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005770,50240100,50240000,50000000,"Deer, other than Roe Deer – Prepared/Processed",Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005771,50240100,50240000,50000000,Duck – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006300,50240100,50240000,50000000,Elk/Wapiti – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006304,50240100,50240000,50000000,Emu – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005772,50240100,50240000,50000000,Frog – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005773,50240100,50240000,50000000,Goat – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006305,50240100,50240000,50000000,Goose – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006306,50240100,50240000,50000000,Guinea Fowl – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006297,50240100,50240000,50000000,Hare – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005774,50240100,50240000,50000000,Horse – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006294,50240100,50240000,50000000,Lamb – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005776,50240100,50240000,50000000,Land Snail – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005777,50240100,50240000,50000000,Llama/Alpaca – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005778,50240100,50240000,50000000,Mixed Species Meat/Poultry/Other Animal - Alternative Meat – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006301,50240100,50240000,50000000,Moose/Elk – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006295,50240100,50240000,50000000,Mutton – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005779,50240100,50240000,50000000,Ostrich – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005780,50240100,50240000,50000000,Pheasant – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005781,50240100,50240000,50000000,Pork – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006307,50240100,50240000,50000000,Quail – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005782,50240100,50240000,50000000,Rabbit – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006303,50240100,50240000,50000000,Reindeer/Caribou – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006308,50240100,50240000,50000000,Rhea – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006393,50240100,50240000,50000000,Roe Deer – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006309,50240100,50240000,50000000,Squab/Pigeon – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005784,50240100,50240000,50000000,Turkey – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005785,50240100,50240000,50000000,Veal – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006302,50240100,50240000,50000000,Water Buffalo – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006296,50240100,50240000,50000000,Wild Boar – Prepared/Processed,Meat/Poultry/Other Animals – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005802,50240200,50240000,50000000,Alternative Meat/Poultry/Other Animal Species – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006282,50240200,50240000,50000000,Antelope – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005786,50240200,50240000,50000000,Beef – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006283,50240200,50240000,50000000,Beefalo/Cattalo – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005787,50240200,50240000,50000000,Bison/Buffalo – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005788,50240200,50240000,50000000,Chicken – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005789,50240200,50240000,50000000,"Deer, other than Roe Deer – Unprepared/Unprocessed",Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005790,50240200,50240000,50000000,Duck – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006284,50240200,50240000,50000000,Elk/Wapiti – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006288,50240200,50240000,50000000,Emu – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005791,50240200,50240000,50000000,Frog – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005792,50240200,50240000,50000000,Goat – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006289,50240200,50240000,50000000,Goose – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006290,50240200,50240000,50000000,Guinea Fowl – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006281,50240200,50240000,50000000,Hare – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005793,50240200,50240000,50000000,Horse – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006278,50240200,50240000,50000000,Lamb – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005795,50240200,50240000,50000000,Land Snail – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005796,50240200,50240000,50000000,Llama/Alpaca – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005797,50240200,50240000,50000000,Mixed Species Meat – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006285,50240200,50240000,50000000,Moose/Elk – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006279,50240200,50240000,50000000,Mutton – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005798,50240200,50240000,50000000,Ostrich – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005799,50240200,50240000,50000000,Pheasant – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005800,50240200,50240000,50000000,Pork – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006291,50240200,50240000,50000000,Quail – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005801,50240200,50240000,50000000,Rabbit – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006287,50240200,50240000,50000000,Reindeer/Caribou – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006292,50240200,50240000,50000000,Rhea – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006394,50240200,50240000,50000000,Roe Deer – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006293,50240200,50240000,50000000,Squab/Pigeon – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005803,50240200,50240000,50000000,Turkey – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005804,50240200,50240000,50000000,Veal – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006286,50240200,50240000,50000000,Water Buffalo – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10006280,50240200,50240000,50000000,Wild Boar – Unprepared/Unprocessed,Meat/Poultry/Other Animals – Unprepared/Unprocessed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005832,50240300,50240000,50000000,Alternative Meat/Poultry/Other Animal Sausages – Prepared/Processed,Meat/Poultry/Other Animals Sausages – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005833,50240300,50240000,50000000,Beef Sausages – Prepared/Processed,Meat/Poultry/Other Animals Sausages – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005834,50240300,50240000,50000000,Chicken Sausages – Prepared/Processed,Meat/Poultry/Other Animals Sausages – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005835,50240300,50240000,50000000,Lamb/Mutton Sausages – Prepared/Processed,Meat/Poultry/Other Animals Sausages – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
10005836,50240300,50240000,50000000,Mixed Species Sausages – Prepared/Processed,Meat/Poultry/Other Animals Sausages – Prepared/Processed,Meat/Poultry/Other Animals,Food/Beverage/Tobacco
